"FIPStxt","State","Area_name","Rural_urban_continuum_code_2013","Urban_influence_code_2013","Metro_2013","Average Employment Data from 2007 to 2017","Average Unemployment Data from 2007 to 2017"
"17087","IL","Johnson County IL","8","6","0","7167.715384615385","222.05454545454543"
"17089","IL","Kane County IL","1","1","1","215543.75384615382","10017.795454545454"
"17091","IL","Kankakee County IL","3","2","1","47493.123076923075","2497.1636363636367"
"17093","IL","Kendall County IL","1","1","1","56858.446153846155","2229.6545454545453"
"17095","IL","Knox County IL","4","5","0","22402.69230769231","901.031818181818"
"17097","IL","Lake County IL","1","1","1","296294.59230769234","12894.072727272729"
"17099","IL","LaSalle County IL","4","3","0","49631.899999999994","2584.6863636363637"
"17101","IL","Lawrence County IL","7","9","0","8786.876923076923","290.4090909090909"
"17103","IL","Lee County IL","6","3","0","18655.39230769231","660.3363636363637"
"17105","IL","Livingston County IL","4","3","0","18549.007692307692","640.6772727272727"
"17107","IL","Logan County IL","6","5","0","14595.307692307691","453.95454545454544"
"17109","IL","McDonough County IL","5","8","0","15430.83846153846","519.7454545454545"
"17111","IL","McHenry County IL","1","1","1","140235.21538461538","6185.377272727273"
"17113","IL","McLean County IL","3","2","1","78328.8","2598.004545454545"
"17115","IL","Macon County IL","3","2","1","44581.415384615386","2272.2227272727273"
"17117","IL","Macoupin County IL","1","1","1","22668.315384615384","955.9590909090911"
"17119","IL","Madison County IL","1","1","1","110987.48461538462","5084.122727272727"
"17121","IL","Marion County IL","4","3","0","17801.453846153847","786.6409090909091"
"17123","IL","Marshall County IL","2","2","1","9144.376923076923","238.89545454545458"
"17125","IL","Mason County IL","6","6","0","8988.384615384615","321.54545454545456"
"17127","IL","Massac County IL","7","8","0","8519.323076923076","271.70909090909095"
"17129","IL","Menard County IL","3","2","1","10346.792307692307","207.2318181818182"
"17131","IL","Mercer County IL","2","2","1","11071.684615384615","318.8454545454545"
"17133","IL","Monroe County IL","1","1","1","20944.86923076923","512.15"
"17135","IL","Montgomery County IL","6","4","0","13520.623076923077","608.7954545454545"
"17137","IL","Morgan County IL","4","5","0","17624.13076923077","572.7318181818181"
"17139","IL","Moultrie County IL","6","6","0","10412.476923076923","228.61363636363637"
"17141","IL","Ogle County IL","4","3","0","25228.876923076925","1152.8454545454545"
"17143","IL","Peoria County IL","2","2","1","77091.83846153846","3686.2863636363636"
"17145","IL","Perry County IL","6","6","0","10787.646153846154","429.22272727272724"
"17147","IL","Piatt County IL","3","2","1","11979.992307692308","261.01363636363635"
"17149","IL","Pike County IL","7","9","0","9499.253846153846","259.48181818181814"
"17151","IL","Pope County IL","8","7","0","4762.6461538461535","81.04545454545455"
"17153","IL","Pulaski County IL","8","7","0","4606.446153846154","127.05909090909094"
"17155","IL","Putnam County IL","8","5","0","7515.546153846154","136.66818181818184"
"17157","IL","Randolph County IL","6","4","0","15516.007692307692","513.9818181818181"
"17159","IL","Richland County IL","7","11","0","9527.407692307692","269.6636363636363"
"17161","IL","Rock Island County IL","2","2","1","62935.81538461538","2676.581818181818"
"17163","IL","St. Clair County IL","1","1","1","103137.84615384616","5188.977272727273"
"17165","IL","Saline County IL","6","6","0","11922.361538461539","493.30909090909097"
"17167","IL","Sangamon County IL","3","2","1","88855.94615384616","3269.777272727273"
"17169","IL","Schuyler County IL","7","9","0","6795.946153846154","123.44545454545454"
"17171","IL","Scott County IL","9","8","0","6138.915384615384","96.99545454545455"
"17173","IL","Shelby County IL","6","6","0","12338.830769230768","394.50454545454545"
"17175","IL","Stark County IL","2","2","1","6596.5","115.8409090909091"
"17177","IL","Stephenson County IL","4","5","0","21796.476923076923","935.8727272727272"
"17179","IL","Tazewell County IL","2","2","1","59540.26153846154","2517.5727272727277"
"17181","IL","Union County IL","6","6","0","9441.2","365.07272727272726"
"17183","IL","Vermilion County IL","3","2","1","31633.784615384615","1591.9681818181816"
"17185","IL","Wabash County IL","7","11","0","8448.946153846155","215.87272727272727"
"17187","IL","Warren County IL","6","6","0","10838.561538461538","277.82272727272726"
"17189","IL","Washington County IL","6","4","0","11630.469230769231","242.77727272727267"
"17191","IL","Wayne County IL","7","9","0","9690.446153846155","295.47727272727275"
"17193","IL","White County IL","6","6","0","9221.66153846154","251.6772727272727"
"17195","IL","Whiteside County IL","4","5","0","26996.661538461536","1120.7727272727275"
"17197","IL","Will County IL","1","1","1","286527.9923076923","14270.877272727272"
"17199","IL","Williamson County IL","3","2","1","29418.146153846155","1249.640909090909"
"17201","IL","Winnebago County IL","2","2","1","114737.5","6907.563636363636"
"17203","IL","Woodford County IL","2","2","1","21808.830769230768","588.0999999999999"
"18001","IN","Adams County IN","6","5","0","16813.19230769231","527.6500000000001"
"18003","IN","Allen County IN","2","2","1","144144.3230769231","6040.886363636364"
"18005","IN","Bartholomew County IN","3","2","1","37541.71538461538","1134.309090909091"
"18007","IN","Benton County IN","3","2","1","7206.176923076923","143.74090909090907"
"18009","IN","Blackford County IN","6","6","0","7693.953846153846","262.36818181818177"
"18011","IN","Boone County IN","1","1","1","31109.169230769232","777.3727272727273"
"18013","IN","Brown County IN","1","1","1","10240.361538461539","251.2"
"18015","IN","Carroll County IN","3","2","1","12242.26923076923","324.68181818181813"
"18017","IN","Cass County IN","4","5","0","17849.73076923077","655.6772727272728"
"18019","IN","Clark County IN","1","1","1","49272.39230769231","1779.75"
"18021","IN","Clay County IN","3","2","1","13778.615384615385","497.3045454545454"
"18023","IN","Clinton County IN","6","3","0","17456.923076923078","542.9409090909091"
"18025","IN","Crawford County IN","8","4","0","7426.723076923076","219.7681818181818"
"18027","IN","Daviess County IN","7","8","0","16058.169230769232","356.72272727272724"
"18029","IN","Dearborn County IN","1","1","1","24986.09230769231","917.9454545454545"
"18031","IN","Decatur County IN","6","3","0","14679.723076923077","455.5818181818182"
"18033","IN","DeKalb County IN","4","5","0","20602.046153846153","757.9363636363637"
"18035","IN","Delaware County IN","3","2","1","45979.553846153845","2104.172727272727"
"18037","IN","Dubois County IN","5","8","0","22791.86153846154","526.4000000000001"
"18039","IN","Elkhart County IN","3","2","1","82568.56923076922","3811.7909090909093"
"18041","IN","Fayette County IN","6","3","0","10676.107692307693","471.26818181818186"
"18043","IN","Floyd County IN","1","1","1","35476.02307692308","1138.9772727272725"
"18045","IN","Fountain County IN","6","6","0","9882.023076923077","326.25454545454545"
"18047","IN","Franklin County IN","6","4","0","13283.792307692307","422.44090909090903"
"18049","IN","Fulton County IN","7","9","0","11457.707692307693","372.6318181818182"
"18051","IN","Gibson County IN","6","6","0","18418.815384615384","492.3"
"18053","IN","Grant County IN","4","3","0","28437.36923076923","1301.4500000000003"
"18055","IN","Greene County IN","6","6","0","14790.153846153846","576.5363636363636"
"18057","IN","Hamilton County IN","1","1","1","132743.20769230768","3456.05"
"18059","IN","Hancock County IN","1","1","1","34643.084615384614","1074.0681818181818"
"18061","IN","Harrison County IN","1","1","1","19705.776923076923","621.0136363636365"
"18063","IN","Hendricks County IN","1","1","1","68945.85384615384","2007.8272727272727"
"18065","IN","Henry County IN","4","3","0","20480.207692307693","896.9045454545453"
"18067","IN","Howard County IN","3","2","1","32434.392307692306","1462.4590909090907"
"18069","IN","Huntington County IN","6","5","0","18797.37692307692","700.8545454545454"
"18071","IN","Jackson County IN","4","5","0","20955.553846153845","668.0545454545455"
"18073","IN","Jasper County IN","1","1","1","16929.32307692308","573.5136363636364"
"18075","IN","Jay County IN","6","6","0","11904.907692307692","366.93636363636364"
"18077","IN","Jefferson County IN","6","3","0","16273.815384615385","563.5409090909092"
"18079","IN","Jennings County IN","6","5","0","14232.8","551.0454545454545"
"18081","IN","Johnson County IN","1","1","1","65225.57692307692","2092.8954545454544"
"18083","IN","Knox County IN","5","8","0","18577.384615384617","551.9909090909091"
"18085","IN","Kosciusko County IN","4","5","0","36290.39230769231","1339.2181818181818"
"18087","IN","LaGrange County IN","6","6","0","18498.884615384617","612.0636363636363"
"18089","IN","Lake County IN","1","1","1","182662.88461538462","9029.449999999999"
"18091","IN","LaPorte County IN","3","2","1","43077.53076923077","2038.7590909090907"
"18093","IN","Lawrence County IN","6","5","0","19862.830769230768","939.5272727272728"
"18095","IN","Madison County IN","1","1","1","49700.438461538455","2386.245454545455"
"18097","IN","Marion County IN","1","1","1","369440.43076923076","16247.731818181817"
"18099","IN","Marshall County IN","6","5","0","22532.523076923077","832.8727272727273"
"18101","IN","Martin County IN","7","9","0","8027.200000000001","145.58636363636364"
"18103","IN","Miami County IN","6","5","0","16080.084615384616","656.4818181818183"
"18105","IN","Monroe County IN","3","2","1","57667.38461538462","1954.413636363636"
"18107","IN","Montgomery County IN","6","3","0","18944.03846153846","598.9818181818182"
"18109","IN","Morgan County IN","1","1","1","32882.43846153846","1184.7045454545455"
"18111","IN","Newton County IN","1","1","1","9375.223076923077","275.00454545454545"
"18113","IN","Noble County IN","6","5","0","21937.392307692306","904.8045454545453"
"18115","IN","Ohio County IN","1","1","1","6675.469230769231","119.86818181818181"
"18117","IN","Orange County IN","6","4","0","10349.046153846155","381.96363636363634"
"18119","IN","Owen County IN","3","2","1","11415.315384615385","412.97272727272735"
"18121","IN","Parke County IN","6","4","0","9425.846153846154","283.1363636363636"
"18123","IN","Perry County IN","6","6","0","11080.038461538461","315.95000000000005"
"18125","IN","Pike County IN","8","5","0","8733.138461538461","193.48636363636368"
"18127","IN","Porter County IN","1","1","1","71489.43846153846","2704.854545454545"
"18129","IN","Posey County IN","2","2","1","15376.523076923077","369.6318181818182"
"18131","IN","Pulaski County IN","6","4","0","8730.86923076923","209.5"
"18133","IN","Putnam County IN","1","1","1","17001.946153846155","641.3454545454546"
"18135","IN","Randolph County IN","6","6","0","13480.876923076923","495.45909090909095"
"18137","IN","Ripley County IN","6","4","0","15235.261538461538","512.1090909090909"
"18139","IN","Rush County IN","6","4","0","10843.33846153846","300.41818181818184"
"18141","IN","St. Joseph County IN","2","2","1","106111.27692307693","4881.659090909091"
"18143","IN","Scott County IN","1","1","1","11869.715384615383","434.19545454545454"
"18145","IN","Shelby County IN","1","1","1","22160.569230769233","774.8545454545455"
"18147","IN","Spencer County IN","8","7","0","13054.946153846153","323.34090909090907"
"18149","IN","Starke County IN","6","4","0","11673.469230769231","458.57727272727277"
"18151","IN","Steuben County IN","7","8","0","18786.953846153847","636.4136363636363"
"18153","IN","Sullivan County IN","3","2","1","10465.946153846153","338.3818181818182"
"18155","IN","Switzerland County IN","8","4","0","7564.207692307692","163.96818181818182"
"18157","IN","Tippecanoe County IN","3","2","1","74559.25384615385","2572.9090909090905"
"18159","IN","Tipton County IN","6","4","0","11005.092307692308","271.3090909090909"
"18161","IN","Union County IN","1","1","1","6454.969230769231","122.37272727272725"
"18163","IN","Vanderburgh County IN","2","2","1","76657.18461538461","2792.704545454545"
"18165","IN","Vermillion County IN","3","2","1","9751.946153846155","346.23636363636365"
"18167","IN","Vigo County IN","3","2","1","42287.023076923084","1961.995454545455"
"18169","IN","Wabash County IN","6","5","0","16381.046153846155","586.1318181818183"
"18171","IN","Warren County IN","8","7","0","7697.8538461538465","143.95000000000002"
"18173","IN","Warrick County IN","2","2","1","30073.530769230772","860.8363636363636"
"18175","IN","Washington County IN","1","1","1","14418.123076923077","530.1590909090911"
"18177","IN","Wayne County IN","5","8","0","27823.09230769231","1258.6545454545453"
"18179","IN","Wells County IN","2","2","1","15536.169230769232","433.7863636363636"
"18181","IN","White County IN","6","6","0","13946.515384615386","423.48181818181814"
"18183","IN","Whitley County IN","2","2","1","17864.53076923077","597.5590909090909"
"19001","IA","Adair County IA","8","7","0","7516.753846153846","88.27727272727273"
"19003","IA","Adams County IA","9","12","0","5392.33076923077","44.12272727272727"
"19005","IA","Allamakee County IA","6","6","0","9949.66923076923","244.7136363636364"
"19007","IA","Appanoose County IA","7","9","0","7854.030769230769","189.4227272727273"
"19009","IA","Audubon County IA","8","7","0","6465.838461538461","76.85909090909091"
"19011","IA","Benton County IA","2","2","1","16151.761538461538","335.87727272727284"
"19013","IA","Black Hawk County IA","3","2","1","61441.023076923084","1774.0318181818184"
"19015","IA","Boone County IA","6","5","0","16950.553846153845","301.4818181818182"
"19017","IA","Bremer County IA","3","2","1","16376.815384615385","271.1863636363637"
"19019","IA","Buchanan County IA","6","6","0","13435.66153846154","269.05"
"19021","IA","Buena Vista County IA","7","8","0","13133.684615384615","221.75454545454542"
"19023","IA","Butler County IA","8","7","0","10881.653846153846","197.42727272727276"
"19025","IA","Calhoun County IA","9","10","0","7688.546153846154","108.86818181818181"
"19027","IA","Carroll County IA","7","11","0","13847.607692307693","191.23636363636362"
"19029","IA","Cass County IA","6","6","0","9646.23076923077","180.14545454545456"
"19031","IA","Cedar County IA","6","6","0","13801.307692307691","228.8181818181818"
"19033","IA","Cerro Gordo County IA","5","8","0","23483.476923076923","606.809090909091"
"19035","IA","Cherokee County IA","6","6","0","9493.538461538461","141.30454545454543"
"19037","IA","Chickasaw County IA","6","6","0","9023.484615384616","177.87272727272727"
"19039","IA","Clarke County IA","6","6","0","7498.66923076923","127.57272727272729"
"19041","IA","Clay County IA","7","8","0","11508.76923076923","208.8181818181818"
"19043","IA","Clayton County IA","8","7","0","12267.807692307691","283.8954545454545"
"19045","IA","Clinton County IA","4","5","0","24365.80769230769","705.5000000000001"
"19047","IA","Crawford County IA","7","11","0","11162.561538461538","192.86818181818182"
"19049","IA","Dallas County IA","2","2","1","38676.28461538462","682.0681818181819"
"19051","IA","Davis County IA","9","8","0","7147.776923076924","116.48636363636363"
"19053","IA","Decatur County IA","9","12","0","6344.869230769231","95.64545454545456"
"19055","IA","Delaware County IA","6","6","0","12925.746153846154","231.79999999999998"
"19057","IA","Des Moines County IA","5","8","0","20106.915384615386","595.9863636363635"
"19059","IA","Dickinson County IA","7","8","0","12235.538461538461","246.8681818181818"
"19061","IA","Dubuque County IA","3","2","1","48377.49230769231","1213.8"
"19063","IA","Emmet County IA","7","9","0","8334.784615384615","139.5272727272727"
"19065","IA","Fayette County IA","6","6","0","12681.969230769231","299.52272727272725"
"19067","IA","Floyd County IA","7","9","0","10655.407692307692","233.58636363636361"
"19069","IA","Franklin County IA","7","9","0","8856.138461538461","134.67727272727274"
"19071","IA","Fremont County IA","8","6","0","7375.738461538462","91.78181818181817"
"19073","IA","Greene County IA","6","6","0","8008.346153846154","116.06363636363636"
"19075","IA","Grundy County IA","3","2","1","10391.138461538461","144.6772727272727"
"19077","IA","Guthrie County IA","2","2","1","8855.115384615385","138.7772727272727"
"19079","IA","Hamilton County IA","6","6","0","10632.276923076923","206.44090909090912"
"19081","IA","Hancock County IA","7","9","0","9326.73076923077","145.34545454545452"
"19083","IA","Hardin County IA","6","6","0","11065.138461538461","217.2681818181818"
"19085","IA","Harrison County IA","2","2","1","10445.169230769232","167.82272727272726"
"19087","IA","Henry County IA","6","6","0","11733.915384615384","273.02727272727276"
"19089","IA","Howard County IA","6","6","0","8081.738461538462","127.11363636363635"
"19091","IA","Humboldt County IA","7","9","0","8435.953846153845","107.18181818181819"
"19093","IA","Ida County IA","8","7","0","7315.3538461538465","77.28181818181817"
"19095","IA","Iowa County IA","6","6","0","12280.423076923076","208.95454545454547"
"19097","IA","Jackson County IA","6","6","0","12685.253846153846","302.6136363636363"
"19099","IA","Jasper County IA","6","5","0","19081.423076923078","531.3454545454546"
"19101","IA","Jefferson County IA","7","8","0","10677.669230769232","223.8090909090909"
"19103","IA","Johnson County IA","3","2","1","71262.80769230769","1345.4863636363636"
"19105","IA","Jones County IA","2","2","1","12874.307692307691","274.29545454545456"
"19107","IA","Keokuk County IA","8","7","0","8249.807692307691","144.05909090909088"
"19109","IA","Kossuth County IA","7","11","0","11336.292307692307","165.5772727272727"
"19111","IA","Lee County IA","5","8","0","17544.39230769231","611.4181818181819"
"19113","IA","Linn County IA","2","2","1","101764.28461538462","2780.6045454545456"
"19115","IA","Louisa County IA","8","7","0","8878.06153846154","156.20454545454547"
"19117","IA","Lucas County IA","6","6","0","7866.8538461538465","99.64545454545454"
"19119","IA","Lyon County IA","8","6","0","10461.915384615384","96.16363636363636"
"19121","IA","Madison County IA","2","2","1","11638.83846153846","206.65"
"19123","IA","Mahaska County IA","7","8","0","13460.076923076924","293.79090909090905"
"19125","IA","Marion County IA","6","6","0","18835.64615384615","380.15454545454554"
"19127","IA","Marshall County IA","4","5","0","19959.015384615384","566.1454545454545"
"19129","IA","Mills County IA","2","2","1","11967.7","160.58636363636367"
"19131","IA","Mitchell County IA","7","9","0","8854.6","113.43181818181819"
"19133","IA","Monona County IA","6","6","0","7379.623076923077","134.10909090909092"
"19135","IA","Monroe County IA","7","9","0","7069.4384615384615","113.22727272727275"
"19137","IA","Montgomery County IA","6","6","0","7793.369230769231","143.0772727272727"
"19139","IA","Muscatine County IA","4","5","0","22417.86153846154","588.2545454545455"
"19141","IA","O'Brien County IA","7","9","0","10491.446153846153","145.60909090909092"
"19143","IA","Osceola County IA","7","9","0","7101.869230769231","67.53181818181817"
"19145","IA","Page County IA","6","6","0","9459.530769230769","192.3909090909091"
"19147","IA","Palo Alto County IA","7","9","0","7952.761538461538","106.72272727272728"
"19149","IA","Plymouth County IA","3","2","1","16948.784615384615","261.02272727272725"
"19151","IA","Pocahontas County IA","9","10","0","7362.384615384615","80.23636363636363"
"19153","IA","Polk County IA","2","2","1","205766.6846153846","5605.281818181818"
"19155","IA","Pottawattamie County IA","2","2","1","43728.03076923077","1085.1454545454544"
"19157","IA","Poweshiek County IA","7","9","0","12464.384615384615","242.36818181818182"
"19159","IA","Ringgold County IA","9","12","0","5726.2692307692305","55.08181818181817"
"19161","IA","Sac County IA","9","10","0","8780.384615384615","111.65454545454548"
"19163","IA","Scott County IA","2","2","1","74830.5923076923","2297.2181818181816"
"19165","IA","Shelby County IA","6","6","0","10317.607692307693","123.55"
"19167","IA","Sioux County IA","7","11","0","21455.4","307.6590909090909"
"19169","IA","Story County IA","3","2","1","48166.81538461538","858.2681818181817"
"19171","IA","Tama County IA","6","6","0","11319.046153846155","247.5"
"19173","IA","Taylor County IA","9","10","0","6540.615384615385","68.77727272727273"
"19175","IA","Union County IA","6","6","0","9099.092307692308","162.62727272727273"
"19177","IA","Van Buren County IA","9","10","0","6558.3538461538465","105.04999999999997"
"19179","IA","Wapello County IA","5","8","0","17699.253846153846","563.690909090909"
"19181","IA","Warren County IA","2","2","1","27048.953846153847","555.9136363636363"
"19183","IA","Washington County IA","3","2","1","14356.361538461539","242.83181818181814"
"19185","IA","Wayne County IA","9","12","0","5539.0","73.82727272727271"
"19187","IA","Webster County IA","5","8","0","19634.63076923077","528.1772727272727"
"19189","IA","Winnebago County IA","7","9","0","8440.076923076924","145.09545454545457"
"19191","IA","Winneshiek County IA","7","11","0","14602.246153846154","270.21818181818185"
"19193","IA","Woodbury County IA","3","2","1","48697.54615384615","1278.5454545454547"
"19195","IA","Worth County IA","9","8","0","7683.223076923076","111.7"
"19197","IA","Wright County IA","7","9","0","9205.676923076924","175.0681818181818"
"20001","KS","Allen County KS","7","11","0","8751.961538461539","213.75454545454542"
"20003","KS","Anderson County KS","6","4","0","7214.292307692308","126.78181818181817"
"20005","KS","Atchison County KS","6","3","0","10071.684615384615","283.47727272727275"
"20007","KS","Barber County KS","9","12","0","5863.130769230769","52.59545454545455"
"20009","KS","Barton County KS","7","8","0","15759.392307692307","330.08636363636367"
"20011","KS","Bourbon County KS","6","4","0","9349.153846153846","231.14545454545453"
"20013","KS","Brown County KS","6","6","0","7739.4","129.90909090909088"
"20015","KS","Butler County KS","2","2","1","30526.0","877.1454545454545"
"20017","KS","Chase County KS","9","10","0","4583.7692307692305","33.259090909090915"
"20019","KS","Chautauqua County KS","8","7","0","4472.961538461538","56.01818181818182"
"20021","KS","Cherokee County KS","6","6","0","11672.0","334.3272727272727"
"20023","KS","Cheyenne County KS","9","12","0","4412.5230769230775","24.822727272727274"
"20025","KS","Clark County KS","9","10","0","4925.7307692307695","20.66818181818182"
"20027","KS","Clay County KS","6","6","0","7486.823076923077","101.59090909090911"
"20029","KS","Cloud County KS","7","9","0","7097.415384615384","106.17727272727274"
"20031","KS","Coffey County KS","6","6","0","8245.953846153845","147.56818181818178"
"20033","KS","Comanche County KS","9","12","0","4288.761538461538","19.50909090909091"
"20035","KS","Cowley County KS","4","5","0","17494.284615384615","475.8636363636364"
"20037","KS","Crawford County KS","4","5","0","18464.39230769231","598.2818181818182"
"20039","KS","Decatur County KS","9","12","0","4362.384615384615","30.027272727272724"
"20041","KS","Dickinson County KS","7","9","0","11912.900000000001","260.93181818181824"
"20043","KS","Doniphan County KS","3","2","1","7156.869230769231","134.8181818181818"
"20045","KS","Douglas County KS","3","2","1","55833.46923076923","1445.5045454545455"
"20047","KS","Edwards County KS","9","10","0","4967.953846153846","32.50909090909091"
"20049","KS","Elk County KS","8","7","0","4171.6461538461535","44.79545454545455"
"20051","KS","Ellis County KS","5","8","0","18441.253846153846","282.86363636363643"
"20053","KS","Ellsworth County KS","7","9","0","6640.069230769231","63.47272727272727"
"20055","KS","Finney County KS","5","8","0","20176.73076923077","378.55454545454546"
"20057","KS","Ford County KS","5","8","0","18427.53846153846","325.2227272727273"
"20059","KS","Franklin County KS","6","3","0","14982.038461538461","437.30454545454546"
"20061","KS","Geary County KS","4","5","0","13564.653846153846","446.7818181818182"
"20063","KS","Gove County KS","9","12","0","5195.984615384616","23.004545454545454"
"20065","KS","Graham County KS","9","12","0","4360.384615384615","28.213636363636365"
"20067","KS","Grant County KS","7","9","0","7742.6846153846145","72.76363636363637"
"20069","KS","Gray County KS","9","10","0","7796.16923076923","48.85909090909092"
"20071","KS","Greeley County KS","9","12","0","4361.376923076923","13.040909090909093"
"20073","KS","Greenwood County KS","6","6","0","5857.992307692307","96.19545454545455"
"20075","KS","Hamilton County KS","9","10","0","5160.3153846153855","24.027272727272727"
"20077","KS","Harper County KS","8","7","0","5722.584615384616","66.66363636363636"
"20079","KS","Harvey County KS","2","2","1","18443.36153846154","437.94090909090914"
"20081","KS","Haskell County KS","9","10","0","5803.238461538462","35.80909090909091"
"20083","KS","Hodgeman County KS","9","10","0","4788.807692307692","19.349999999999998"
"20085","KS","Jackson County KS","3","2","1","10264.961538461539","184.8590909090909"
"20087","KS","Jefferson County KS","3","2","1","12882.276923076923","282.0272727272727"
"20089","KS","Jewell County KS","9","12","0","4426.4384615384615","33.277272727272724"
"20091","KS","Johnson County KS","1","1","1","259591.88461538462","6931.3954545454535"
"20093","KS","Kearny County KS","9","8","0","6306.3153846153855","40.05909090909091"
"20095","KS","Kingman County KS","2","2","1","7734.1461538461535","97.1"
"20097","KS","Kiowa County KS","9","10","0","4471.107692307693","27.486363636363638"
"20099","KS","Labette County KS","7","8","0","11835.692307692309","374.05909090909086"
"20101","KS","Lane County KS","9","12","0","5136.799999999999","19.236363636363635"
"20103","KS","Leavenworth County KS","1","1","1","32629.938461538462","1001.8954545454545"
"20105","KS","Lincoln County KS","9","10","0","4727.138461538461","42.054545454545455"
"20107","KS","Linn County KS","1","1","1","6878.384615384615","189.2772727272727"
"20109","KS","Logan County KS","9","12","0","5159.338461538461","25.704545454545453"
"20111","KS","Lyon County KS","4","5","0","17364.73076923077","475.2818181818182"
"20113","KS","McPherson County KS","7","8","0","17909.0","318.81818181818176"
"20115","KS","Marion County KS","6","6","0","9183.007692307692","148.45000000000002"
"20117","KS","Marshall County KS","6","6","0","8550.6","115.7"
"20119","KS","Meade County KS","9","10","0","6389.638461538461","40.21818181818182"
"20121","KS","Miami County KS","1","1","1","18596.87692307692","471.65000000000015"
"20123","KS","Mitchell County KS","7","11","0","6861.415384615384","66.86363636363636"
"20125","KS","Montgomery County KS","5","8","0","16864.330769230768","635.4272727272727"
"20127","KS","Morris County KS","8","6","0","6193.515384615384","83.9590909090909"
"20129","KS","Morton County KS","9","12","0","5120.207692307692","31.268181818181816"
"20131","KS","Nemaha County KS","6","6","0","9033.3","97.25454545454545"
"20133","KS","Neosho County KS","7","9","0","9005.415384615384","271.7318181818182"
"20135","KS","Ness County KS","9","12","0","4905.284615384615","28.21363636363636"
"20137","KS","Norton County KS","7","11","0","5960.969230769231","46.77272727272726"
"20139","KS","Osage County KS","3","2","1","10824.761538461538","263.66818181818184"
"20141","KS","Osborne County KS","9","12","0","4989.423076923077","44.29090909090909"
"20143","KS","Ottawa County KS","9","8","0","6697.1","75.48636363636363"
"20145","KS","Pawnee County KS","7","9","0","6477.4384615384615","68.87727272727273"
"20147","KS","Phillips County KS","7","11","0","6243.469230769231","64.09545454545456"
"20149","KS","Pottawatomie County KS","3","2","1","14471.384615384615","246.9818181818182"
"20151","KS","Pratt County KS","7","11","0","8369.446153846155","113.7909090909091"
"20153","KS","Rawlins County KS","9","12","0","4844.876923076923","22.93181818181818"
"20155","KS","Reno County KS","4","5","0","29398.023076923077","797.6772727272728"
"20157","KS","Republic County KS","9","12","0","5573.930769230769","47.199999999999996"
"20159","KS","Rice County KS","7","9","0","8148.392307692308","118.76363636363637"
"20161","KS","Riley County KS","3","2","1","33473.92307692308","712.8863636363636"
"20163","KS","Rooks County KS","9","10","0","5688.276923076924","67.25"
"20165","KS","Rush County KS","9","10","0","4916.2","39.17272727272727"
"20167","KS","Russell County KS","7","9","0","6370.076923076923","77.36363636363637"
"20169","KS","Saline County KS","5","8","0","28666.223076923077","715.4136363636364"
"20171","KS","Scott County KS","7","9","0","6964.953846153846","42.24545454545455"
"20173","KS","Sedgwick County KS","2","2","1","202558.61538461538","7502.550000000002"
"20175","KS","Seward County KS","5","8","0","12465.592307692308","220.92727272727276"
"20177","KS","Shawnee County KS","3","2","1","78153.23076923077","2465.4272727272723"
"20179","KS","Sheridan County KS","9","12","0","5081.761538461538","21.799999999999997"
"20181","KS","Sherman County KS","7","11","0","6396.953846153846","59.45454545454545"
"20183","KS","Smith County KS","9","12","0","4844.615384615385","42.12727272727273"
"20185","KS","Stafford County KS","9","10","0","5329.623076923077","48.75000000000001"
"20187","KS","Stanton County KS","9","12","0","5359.076923076923","19.613636363636367"
"20189","KS","Stevens County KS","7","9","0","6714.207692307692","52.65909090909092"
"20191","KS","Sumner County KS","2","2","1","13077.630769230771","333.00454545454545"
"20193","KS","Thomas County KS","7","11","0","7739.092307692307","72.12727272727273"
"20195","KS","Trego County KS","9","10","0","4889.176923076923","31.49090909090909"
"20197","KS","Wabaunsee County KS","3","2","1","7756.784615384615","94.35454545454544"
"20199","KS","Wallace County KS","9","12","0","4398.946153846154","19.145454545454545"
"20201","KS","Washington County KS","9","12","0","6097.092307692307","63.43636363636363"
"20203","KS","Wichita County KS","9","12","0","5300.6846153846145","22.55"
"20205","KS","Wilson County KS","7","10","0","6849.130769230769","180.26818181818183"
"20207","KS","Woodson County KS","9","12","0","4051.0461538461536","54.00454545454545"
"20209","KS","Wyandotte County KS","1","1","1","61310.93076923077","2895.409090909091"
"21001","KY","Adair County KY","7","9","0","8632.138461538461","347.7727272727273"
"21003","KY","Allen County KY","3","2","1","10046.446153846155","338.4772727272727"
"21005","KY","Anderson County KY","6","3","0","13409.946153846153","367.70454545454544"
"21007","KY","Ballard County KY","9","8","0","6470.361538461539","164.67272727272726"
"21009","KY","Barren County KY","6","5","0","18260.26153846154","717.5818181818181"
"21011","KY","Bath County KY","8","5","0","6515.015384615384","252.94545454545457"
"21013","KY","Bell County KY","7","8","0","9244.6","502.95909090909083"
"21015","KY","Boone County KY","1","1","1","57183.42307692308","1942.7727272727273"
"21017","KY","Bourbon County KY","2","2","1","11276.707692307693","322.23181818181826"
"21019","KY","Boyd County KY","2","2","1","19207.507692307692","814.931818181818"
"21021","KY","Boyle County KY","7","8","0","13378.400000000001","507.11818181818177"
"21023","KY","Bracken County KY","1","1","1","6722.9384615384615","171.1636363636364"
"21025","KY","Breathitt County KY","7","12","0","5554.246153846154","252.61818181818182"
